PARTICIPANT_ID	TEST_SECTION_ID	HOLD_LATENCY	INTERKEY_LATENCY	PRESS_LATENCY	RELEASE_LATENCY
7104	76208	0.491	0.0	0.0	0.0
7104	76208	0.123	0.103	0.388	0.02
7104	76208	0.104	0.201	0.324	0.305
7104	76208	0.212	0.042	0.146	0.254
7104	76208	0.059	0.059	0.153	0.0
7104	76208	0.152	0.044	0.103	0.196
7104	76208	0.112	0.02	0.132	0.092
7104	76208	0.139	0.06	0.172	0.199
7104	76208	0.149	0.035	0.104	0.114
7104	76208	0.064	0.026	0.123	0.038
7104	76208	0.088	0.039	0.103	0.127
7104	76208	0.044	0.074	0.162	0.118
7104	76208	0.1	0.023	0.067	0.123
7104	76208	0.079	0.009	0.109	0.088
7104	76208	0.119	0.007	0.072	0.112
7104	76208	0.108	0.129	0.248	0.237
7104	76208	0.128	0.059	0.167	0.187
7104	76208	0.164	0.036	0.092	0.128
7104	76208	0.124	0.064	0.1	0.06
7104	76208	0.108	0.025	0.149	0.133
7104	76208	0.126	0.002	0.11	0.128
7104	76208	0.124	0.044	0.082	0.08
7104	76208	0.144	0.102	0.226	0.246
7104	76208	0.115	0.048	0.192	0.163
7104	76208	0.111	0.008	0.107	0.103
7104	76208	0.106	0.001	0.11	0.105
7104	76208	0.124	0.003	0.103	0.121
7104	76208	0.127	0.012	0.136	0.139
7104	76208	0.12	0.051	0.076	0.069
7104	76208	0.116	0.044	0.076	0.072
7104	76208	0.064	0.066	0.182	0.13
7104	76208	0.04	0.361	0.425	0.401
7104	76208	0.132	0.126	0.166	0.258
7104	76208	0.113	0.058	0.19	0.171
7104	76208	0.155	0.004	0.109	0.151
7104	76208	0.152	0.056	0.099	0.096
7104	76208	0.151	0.008	0.144	0.143
7104	76208	0.083	0.051	0.1	0.032
7104	76208	0.112	0.05	0.133	0.162
7104	76208	0.092	0.016	0.096	0.076
7104	76208	0.096	0.038	0.13	0.134
7104	76208	0.123	0.018	0.114	0.141
7104	76208	0.108	0.0	0.123	0.108
7104	76208	0.088	0.015	0.123	0.103
7104	76208	0.084	0.084	0.172	0.168
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76208	0.0	0.0	0.0	0.0
7104	76218	0.284	0.0	0.0	0.0
7104	76218	0.167	0.063	0.221	0.104
7104	76218	0.126	0.03	0.137	0.096
7104	76218	0.115	0.178	0.304	0.293
7104	76218	0.111	0.064	0.179	0.175
7104	76218	0.127	0.047	0.064	0.08
7104	76218	0.135	0.051	0.076	0.084
7104	76218	0.276	0.03	0.165	0.306
7104	76218	0.068	0.132	0.144	0.064
7104	76218	0.079	0.061	0.129	0.14
7104	76218	0.147	0.023	0.056	0.124
7104	76218	0.26	0.08	0.227	0.34
7104	76218	0.119	0.127	0.133	0.008
7104	76218	0.124	0.126	0.245	0.25
7104	76218	0.127	0.035	0.159	0.162
7104	76218	0.095	0.009	0.136	0.104
7104	76218	0.087	0.036	0.131	0.123
7104	76218	0.083	0.235	0.322	0.318
