PARTICIPANT_ID	TEST_SECTION_ID	HOLD_LATENCY	INTERKEY_LATENCY	PRESS_LATENCY	RELEASE_LATENCY
4518	47969	0.002	0.0	0.0	0.0
4518	47969	0.156	2.906	2.908	3.062
4518	47969	0.084	0.034	0.122	0.05
4518	47969	0.08	0.014	0.07	0.066
4518	47969	0.089	0.102	0.182	0.191
4518	47969	0.075	0.406	0.495	0.481
4518	47969	0.075	0.043	0.118	0.118
4518	47969	0.104	0.313	0.388	0.417
4518	47969	0.086	0.138	0.242	0.224
4518	47969	0.105	0.44	0.526	0.545
4518	47969	0.113	0.041	0.146	0.154
4518	47969	0.089	0.003	0.116	0.092
4518	47969	0.081	0.967	1.056	1.048
4518	47969	0.075	0.374	0.455	0.449
4518	47969	0.074	0.095	0.17	0.169
4518	47969	0.075	0.266	0.34	0.341
4518	47969	0.085	0.441	0.516	0.526
4518	47969	0.282	0.101	0.186	0.383
4518	47969	0.066	0.064	0.218	0.002
4518	47969	0.08	0.099	0.165	0.179
4518	47969	0.113	0.43	0.51	0.543
4518	47969	0.087	0.006	0.119	0.093
4518	47969	0.206	0.003	0.09	0.209
4518	47969	0.103	0.026	0.232	0.129
4518	47969	0.135	0.67	0.773	0.805
4518	47969	0.1	0.059	0.194	0.159
4518	47969	0.073	0.006	0.106	0.079
4518	47969	0.06	1.374	1.447	1.434
4518	47969	0.088	0.037	0.097	0.125
4518	47969	0.089	0.046	0.134	0.135
4518	47969	0.095	0.003	0.092	0.098
4518	47969	0.064	0.011	0.106	0.075
4518	47969	0.269	1.023	1.087	1.292
4518	47969	0.096	0.105	0.164	0.009
4518	47969	0.079	0.355	0.451	0.434
4518	47969	0.052	0.321	0.4	0.373
4518	47969	0.085	0.064	0.116	0.149
4518	47969	0.084	0.078	0.163	0.162
4518	47969	0.079	0.332	0.416	0.411
4518	47969	0.106	0.129	0.208	0.235
4518	47969	0.082	0.74	0.846	0.822
4518	47969	0.062	0.115	0.197	0.177
4518	47969	0.09	2.362	2.424	2.452
4518	47969	0.076	0.016	0.074	0.06
4518	47969	0.075	0.106	0.182	0.181
4518	47969	0.097	0.153	0.228	0.25
4518	47969	0.07	0.103	0.2	0.173
4518	47969	0.082	0.081	0.151	0.163
4518	47969	0.158	0.321	0.403	0.479
4518	47969	0.103	0.059	0.099	0.044
4518	47969	0.126	0.029	0.132	0.155
4518	47969	0.075	0.085	0.211	0.16
4518	47969	0.075	0.435	0.51	0.51
4518	47969	0.094	1.227	1.302	1.321
4518	47969	0.126	0.019	0.075	0.107
4518	47969	0.121	0.482	0.608	0.603
4518	47969	0.085	0.503	0.624	0.588
4518	47969	0.08	0.003	0.088	0.083
4518	47969	0.075	0.025	0.105	0.1
4518	47969	0.071	0.022	0.097	0.093
4518	47969	0.177	0.363	0.434	0.54
4518	47969	0.084	0.044	0.221	0.128
4518	47969	0.081	0.134	0.218	0.215
4518	47969	0.095	0.984	1.065	1.079
4518	47969	0.18	0.025	0.07	0.155
4518	47969	0.098	0.026	0.154	0.072
4518	47969	0.075	0.013	0.085	0.062
4518	47969	0.08	0.499	0.574	0.579
4518	47969	0.0	0.0	0.0	0.0
4518	47969	0.0	0.0	0.0	0.0
4518	48010	0.417	0.0	0.0	0.0
4518	48010	0.091	0.03	0.387	0.061
4518	48010	0.07	0.015	0.076	0.055
4518	48010	0.071	0.085	0.155	0.156
