PARTICIPANT_ID	TEST_SECTION_ID	HOLD_LATENCY	INTERKEY_LATENCY	PRESS_LATENCY	RELEASE_LATENCY
11686	124109	0.246	0.0	0.0	0.0
11686	124109	0.048	0.112	0.134	0.064
11686	124109	0.064	0.152	0.2	0.216
11686	124109	0.048	0.088	0.152	0.136
11686	124109	0.104	0.144	0.192	0.248
11686	124109	0.08	0.769	0.873	0.849
11686	124109	0.08	0.192	0.272	0.272
11686	124109	0.064	0.152	0.232	0.216
11686	124109	0.072	0.136	0.2	0.208
11686	124109	0.064	0.976	1.048	1.04
11686	124109	0.056	0.168	0.232	0.224
11686	124109	0.064	0.264	0.32	0.328
11686	124109	0.208	0.321	0.385	0.529
11686	124109	0.056	0.072	0.136	0.016
11686	124109	0.056	0.384	0.44	0.44
11686	124109	0.064	0.848	0.904	0.912
11686	124109	0.064	0.312	0.376	0.376
11686	124109	0.064	0.368	0.432	0.432
11686	124109	0.064	0.056	0.12	0.12
11686	124109	0.056	0.152	0.216	0.208
11686	124109	0.08	0.12	0.176	0.2
11686	124109	0.248	0.777	0.857	1.025
11686	124109	0.056	0.12	0.128	0.064
11686	124109	0.073	0.264	0.32	0.337
11686	124109	0.08	0.135	0.208	0.215
11686	124109	0.056	0.16	0.24	0.216
11686	124109	0.064	0.088	0.144	0.152
11686	124109	0.072	0.136	0.2	0.208
11686	124109	0.072	0.952	1.024	1.024
11686	124109	0.056	0.048	0.12	0.104
11686	124109	0.056	0.08	0.136	0.136
11686	124109	0.063	0.113	0.169	0.176
11686	124109	0.072	0.177	0.24	0.249
11686	124109	0.464	0.512	0.584	0.976
11686	124109	0.064	0.096	0.368	0.032
11686	124109	0.088	0.128	0.192	0.216
11686	124109	0.064	0.224	0.312	0.288
11686	124109	0.04	0.176	0.24	0.216
11686	124109	0.056	0.12	0.16	0.176
11686	124109	0.08	0.136	0.192	0.216
11686	124109	0.056	0.192	0.272	0.248
11686	124109	0.088	0.088	0.144	0.176
11686	124109	0.048	0.256	0.344	0.304
11686	124109	0.056	0.305	0.353	0.361
11686	124109	0.064	0.376	0.432	0.44
11686	124109	0.0	0.0	0.0	0.0
11686	124109	0.0	0.0	0.0	0.0
11686	124109	0.0	0.0	0.0	0.0
11686	124109	0.0	0.0	0.0	0.0
11686	124109	0.0	0.0	0.0	0.0
11686	124109	0.0	0.0	0.0	0.0
11686	124109	0.0	0.0	0.0	0.0
11686	124109	0.0	0.0	0.0	0.0
11686	124109	0.0	0.0	0.0	0.0
11686	124109	0.0	0.0	0.0	0.0
11686	124109	0.0	0.0	0.0	0.0
11686	124109	0.0	0.0	0.0	0.0
11686	124109	0.0	0.0	0.0	0.0
11686	124109	0.0	0.0	0.0	0.0
11686	124109	0.0	0.0	0.0	0.0
11686	124109	0.0	0.0	0.0	0.0
11686	124109	0.0	0.0	0.0	0.0
11686	124109	0.0	0.0	0.0	0.0
11686	124109	0.0	0.0	0.0	0.0
