PARTICIPANT_ID	TEST_SECTION_ID	HOLD_LATENCY	INTERKEY_LATENCY	PRESS_LATENCY	RELEASE_LATENCY
10578	112173	1.577	0.0	0.0	0.0
10578	112173	0.152	0.074	1.503	0.078
10578	112173	0.177	0.016	0.168	0.193
10578	112173	0.145	0.749	0.926	0.894
10578	112173	0.12	0.291	0.436	0.411
10578	112173	0.183	0.156	0.276	0.339
10578	112173	0.196	0.104	0.287	0.3
10578	112173	0.199	0.199	0.395	0.398
10578	112173	0.183	0.172	0.371	0.355
10578	112173	0.162	0.125	0.308	0.287
10578	112173	0.136	0.175	0.337	0.311
10578	112173	0.061	0.088	0.048	0.027
10578	112173	0.161	0.557	0.618	0.718
10578	112173	0.113	0.593	0.754	0.706
10578	112173	0.152	0.062	0.175	0.214
10578	112173	0.062	0.245	0.397	0.307
10578	112173	0.09	0.244	0.306	0.334
10578	112173	0.226	0.223	0.313	0.449
10578	112173	0.128	0.275	0.501	0.403
10578	112173	0.211	0.0	0.128	0.211
10578	112173	0.181	0.457	0.668	0.638
10578	112173	0.173	0.35	0.531	0.523
10578	112173	0.149	0.031	0.204	0.18
10578	112173	0.15	0.116	0.265	0.266
10578	112173	0.157	0.03	0.18	0.187
10578	112173	0.148	0.503	0.66	0.651
10578	112173	0.153	0.047	0.195	0.2
10578	112173	0.16	0.141	0.294	0.301
10578	112173	0.148	1.024	1.184	1.172
10578	112173	0.167	0.031	0.179	0.198
10578	112173	0.139	0.233	0.4	0.372
10578	112173	0.122	0.062	0.201	0.184
10578	112173	0.149	0.016	0.138	0.165
10578	112173	0.183	0.016	0.165	0.199
10578	112173	0.115	0.459	0.642	0.574
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112173	0.0	0.0	0.0	0.0
10578	112185	0.442	0.0	0.0	0.0
10578	112185	0.119	0.056	0.386	0.063
10578	112185	0.172	0.109	0.228	0.281
10578	112185	0.226	0.239	0.411	0.465
10578	112185	0.169	0.335	0.561	0.504
10578	112185	0.133	0.489	0.658	0.622
10578	112185	0.174	0.106	0.239	0.28
10578	112185	0.109	0.25	0.424	0.359
10578	112185	0.105	0.094	0.203	0.199
10578	112185	0.121	0.328	0.433	0.449
10578	112185	0.137	0.35	0.471	0.487
10578	112185	0.146	0.272	0.409	0.418
10578	112185	0.159	0.156	0.302	0.315
10578	112185	0.172	0.063	0.222	0.235
10578	112185	0.217	0.03	0.202	0.247
10578	112185	0.109	1.086	1.303	1.195
10578	112185	0.154	0.031	0.14	0.185
10578	112185	0.124	0.408	0.562	0.532
10578	112185	0.185	0.063	0.187	0.248
10578	112185	0.215	0.07	0.255	0.285
10578	112185	0.17	0.047	0.262	0.217
10578	112185	0.134	0.203	0.373	0.337
10578	112185	0.186	0.062	0.196	0.248
10578	112185	0.112	0.244	0.43	0.356
10578	112185	0.138	0.094	0.206	0.232
10578	112185	0.162	0.189	0.327	0.351
10578	112185	0.167	0.016	0.178	0.183
10578	112185	0.151	0.435	0.602	0.586
10578	112185	0.15	0.401	0.552	0.551
10578	112185	0.125	0.319	0.469	0.444
10578	112185	0.111	0.016	0.141	0.127
10578	112185	0.158	0.073	0.184	0.231
10578	112185	0.168	0.4	0.558	0.568
10578	112185	0.168	0.0	0.168	0.168
10578	112185	0.149	0.063	0.231	0.212
10578	112185	0.119	0.156	0.305	0.275
10578	112185	0.08	0.243	0.362	0.323
10578	112185	0.074	0.109	0.189	0.183
10578	112185	0.074	0.093	0.167	0.167
10578	112185	0.089	0.093	0.167	0.182
10578	112185	0.14	0.109	0.198	0.249
10578	112185	0.148	0.0	0.14	0.148
10578	112185	0.172	0.049	0.197	0.221
10578	112185	0.165	0.099	0.271	0.264
10578	112185	0.171	0.031	0.196	0.202
10578	112185	0.128	0.157	0.328	0.285
10578	112185	0.167	1.101	1.229	1.268
10578	112185	0.154	0.584	0.751	0.738
10578	112185	0.137	0.551	0.705	0.688
10578	112185	0.176	0.739	0.876	0.915
10578	112185	0.109	0.599	0.775	0.708
10578	112185	0.147	0.0	0.109	0.147
10578	112185	0.092	0.047	0.194	0.139
10578	112185	0.208	0.287	0.379	0.495
10578	112185	0.2	0.235	0.443	0.435
10578	112185	0.148	0.356	0.556	0.504
10578	112185	0.122	0.031	0.179	0.153
10578	112185	0.139	0.094	0.216	0.233
10578	112185	0.128	0.441	0.58	0.569
10578	112185	0.045	0.14	0.268	0.185
10578	112185	0.131	0.871	0.916	1.002
10578	112185	0.184	0.063	0.194	0.247
10578	112185	0.196	0.506	0.69	0.702
10578	112185	0.128	0.63	0.826	0.758
10578	112185	0.0	0.0	0.0	0.0
10578	112185	0.0	0.0	0.0	0.0
10578	112185	0.0	0.0	0.0	0.0
