PARTICIPANT_ID	TEST_SECTION_ID	HOLD_LATENCY	INTERKEY_LATENCY	PRESS_LATENCY	RELEASE_LATENCY
9804	104761	0.18	0.0	0.0	0.0
9804	104761	0.076	0.087	0.093	0.011
9804	104761	0.109	0.055	0.131	0.164
9804	104761	0.09	0.015	0.094	0.075
9804	104761	0.068	0.06	0.15	0.128
9804	104761	0.069	0.102	0.17	0.171
9804	104761	0.131	0.312	0.381	0.443
9804	104761	0.083	0.09	0.221	0.173
9804	104761	0.068	0.076	0.159	0.144
9804	104761	0.097	0.018	0.05	0.079
9804	104761	0.043	0.046	0.143	0.089
9804	104761	0.075	0.038	0.081	0.113
9804	104761	0.074	0.084	0.159	0.158
9804	104761	0.082	0.017	0.057	0.065
9804	104761	0.057	0.012	0.094	0.069
9804	104761	0.077	0.044	0.101	0.121
9804	104761	0.067	0.086	0.163	0.153
9804	104761	0.047	0.083	0.15	0.13
9804	104761	0.089	0.076	0.123	0.165
9804	104761	0.083	0.143	0.232	0.226
9804	104761	0.099	0.205	0.288	0.304
9804	104761	0.1	0.242	0.341	0.342
9804	104761	0.063	0.034	0.134	0.097
9804	104761	0.058	0.036	0.099	0.094
9804	104761	0.083	0.104	0.162	0.187
9804	104761	0.064	0.011	0.094	0.075
9804	104761	0.063	0.013	0.077	0.076
9804	104761	0.081	0.063	0.126	0.144
9804	104761	0.074	0.009	0.09	0.083
9804	104761	0.083	0.035	0.109	0.118
9804	104761	0.063	0.041	0.124	0.104
9804	104761	0.06	0.253	0.316	0.313
9804	104761	0.077	0.027	0.087	0.104
9804	104761	0.067	0.055	0.132	0.122
9804	104761	0.074	0.038	0.105	0.112
9804	104761	0.074	0.06	0.134	0.134
9804	104761	0.074	0.277	0.351	0.351
9804	104761	0.076	0.055	0.129	0.131
9804	104761	0.064	0.021	0.097	0.085
9804	104761	0.092	0.029	0.035	0.063
9804	104761	0.087	0.035	0.057	0.052
9804	104761	0.056	0.021	0.066	0.035
9804	104761	0.058	0.022	0.078	0.08
9804	104761	0.051	0.047	0.105	0.098
9804	104761	0.048	0.083	0.134	0.131
9804	104761	0.072	0.071	0.119	0.143
9804	104761	0.082	0.032	0.104	0.114
9804	104761	0.078	0.1	0.182	0.178
9804	104761	0.069	0.013	0.091	0.082
9804	104761	0.067	0.065	0.134	0.132
9804	104761	0.068	0.065	0.132	0.133
9804	104761	0.074	0.092	0.16	0.166
9804	104761	0.044	0.104	0.178	0.148
9804	104761	0.065	0.083	0.127	0.148
9804	104761	0.082	0.097	0.162	0.179
9804	104761	0.067	0.101	0.183	0.168
9804	104761	0.067	0.133	0.2	0.2
9804	104761	0.102	0.069	0.136	0.171
9804	104761	0.095	0.019	0.083	0.076
9804	104761	0.064	0.16	0.255	0.224
9804	104761	0.07	0.07	0.134	0.14
9804	104761	0.061	0.072	0.142	0.133
9804	104761	0.077	0.075	0.136	0.152
9804	104761	0.075	0.146	0.223	0.221
9804	104761	0.0	0.0	0.0	0.0
9804	104761	0.0	0.0	0.0	0.0
9804	104761	0.0	0.0	0.0	0.0
9804	104761	0.0	0.0	0.0	0.0
9804	104761	0.0	0.0	0.0	0.0
9804	104761	0.0	0.0	0.0	0.0
9804	104783	0.138	0.0	0.0	0.0
9804	104783	0.071	0.091	0.047	0.02
9804	104783	0.058	0.078	0.149	0.136
9804	104783	0.036	0.06	0.118	0.096
9804	104783	0.056	0.034	0.07	0.09
9804	104783	0.097	0.034	0.09	0.131
9804	104783	0.059	0.023	0.074	0.036
9804	104783	0.085	0.058	0.117	0.143
9804	104783	0.061	0.032	0.053	0.029
9804	104783	0.063	0.03	0.091	0.093
9804	104783	0.065	0.022	0.041	0.043
9804	104783	0.069	0.057	0.122	0.126
9804	104783	0.049	0.011	0.08	0.06
9804	104783	0.078	0.018	0.067	0.096
9804	104783	0.02	0.041	0.119	0.061
9804	104783	0.085	0.066	0.086	0.151
9804	104783	0.075	0.018	0.103	0.093
9804	104783	0.058	0.019	0.094	0.077
9804	104783	0.069	0.077	0.135	0.146
9804	104783	0.082	0.021	0.048	0.061
9804	104783	0.11	0.017	0.065	0.093
9804	104783	0.086	0.019	0.091	0.067
9804	104783	0.073	0.021	0.065	0.052
9804	104783	0.052	0.032	0.105	0.084
9804	104783	0.03	0.05	0.102	0.08
9804	104783	0.071	0.04	0.07	0.111
9804	104783	0.1	0.034	0.037	0.066
9804	104783	0.075	0.04	0.06	0.035
9804	104783	0.066	0.028	0.103	0.094
9804	104783	0.045	0.04	0.106	0.085
9804	104783	0.069	0.102	0.147	0.171
9804	104783	0.076	0.014	0.083	0.09
9804	104783	0.073	0.502	0.578	0.575
9804	104783	0.078	0.114	0.187	0.192
9804	104783	0.085	0.013	0.065	0.072
9804	104783	0.081	0.034	0.119	0.115
9804	104783	0.073	0.04	0.121	0.113
9804	104783	0.071	0.102	0.175	0.173
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104783	0.0	0.0	0.0	0.0
9804	104795	0.139	0.0	0.0	0.0
9804	104795	0.077	0.066	0.073	0.011
9804	104795	0.072	0.027	0.104	0.099
9804	104795	0.072	0.074	0.146	0.146
9804	104795	0.057	0.123	0.195	0.18
9804	104795	0.063	0.088	0.145	0.151
9804	104795	0.073	0.023	0.086	0.096
9804	104795	0.061	0.01	0.083	0.071
9804	104795	0.067	0.083	0.144	0.15
9804	104795	0.06	0.041	0.108	0.101
9804	104795	0.074	0.017	0.043	0.057
9804	104795	0.084	0.014	0.088	0.098
9804	104795	0.034	0.01	0.094	0.044
