PARTICIPANT_ID	TEST_SECTION_ID	HOLD_LATENCY	INTERKEY_LATENCY	PRESS_LATENCY	RELEASE_LATENCY
4381	46420	0.183	0.0	0.0	0.0
4381	46420	0.111	0.071	0.112	0.04
4381	46420	0.071	0.04	0.151	0.111
4381	46420	0.151	0.015	0.056	0.136
4381	46420	0.072	0.001	0.152	0.073
4381	46420	0.143	0.0	0.072	0.143
4381	46420	0.16	0.031	0.112	0.129
4381	46420	0.119	0.032	0.128	0.087
4381	46420	0.144	0.113	0.232	0.257
4381	46420	0.152	0.016	0.128	0.136
4381	46420	0.127	0.071	0.081	0.056
4381	46420	0.121	0.055	0.072	0.066
4381	46420	0.087	0.002	0.119	0.085
4381	46420	0.128	0.023	0.064	0.105
4381	46420	0.113	0.032	0.096	0.081
4381	46420	0.087	0.001	0.112	0.086
4381	46420	0.159	0.047	0.04	0.112
4381	46420	0.095	0.047	0.112	0.048
4381	46420	0.113	0.081	0.176	0.194
4381	46420	0.129	0.001	0.112	0.128
4381	46420	0.103	0.073	0.056	0.03
4381	46420	0.097	0.055	0.048	0.042
4381	46420	0.08	0.001	0.096	0.079
4381	46420	0.096	0.0	0.08	0.096
4381	46420	0.137	0.0	0.096	0.137
4381	46420	0.079	0.057	0.08	0.022
4381	46420	0.169	0.017	0.096	0.186
4381	46420	0.104	0.09	0.079	0.014
4381	46420	0.111	0.015	0.089	0.096
4381	46420	0.128	0.015	0.096	0.113
4381	46420	0.087	0.032	0.096	0.055
4381	46420	0.088	0.031	0.056	0.057
4381	46420	0.128	0.08	0.168	0.208
4381	46420	0.121	0.072	0.056	0.049
4381	46420	0.144	0.048	0.073	0.096
4381	46420	0.119	0.065	0.079	0.054
4381	46420	0.096	0.055	0.064	0.041
4381	46420	0.079	0.072	0.168	0.151
4381	46420	0.073	0.081	0.16	0.154
4381	46420	0.135	0.001	0.072	0.134
4381	46420	0.072	0.039	0.096	0.033
4381	46420	0.08	0.136	0.208	0.216
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46420	0.0	0.0	0.0	0.0
4381	46436	0.185	0.0	0.0	0.0
4381	46436	0.119	0.096	0.089	0.023
4381	46436	0.12	0.033	0.152	0.153
4381	46436	0.096	0.032	0.088	0.064
4381	46436	0.127	0.032	0.128	0.159
4381	46436	0.088	0.015	0.112	0.073
4381	46436	0.111	0.032	0.12	0.143
4381	46436	0.087	0.023	0.088	0.064
4381	46436	0.095	0.057	0.144	0.152
4381	46436	0.103	0.023	0.072	0.08
4381	46436	0.136	0.007	0.096	0.129
4381	46436	0.143	0.064	0.072	0.079
4381	46436	0.095	0.078	0.065	0.017
4381	46436	0.105	0.056	0.039	0.049
4381	46436	0.112	0.001	0.104	0.111
4381	46436	0.12	0.048	0.064	0.072
4381	46436	0.119	0.048	0.072	0.071
4381	46436	0.12	0.007	0.112	0.113
4381	46436	0.088	0.064	0.056	0.024
4381	46436	0.096	0.0	0.088	0.096
4381	46436	0.103	0.024	0.072	0.079
4381	46436	0.112	0.023	0.08	0.089
4381	46436	0.145	0.056	0.056	0.089
4381	46436	0.088	0.025	0.12	0.063
4381	46436	0.12	0.056	0.032	0.064
4381	46436	0.128	0.048	0.072	0.08
4381	46436	0.096	0.048	0.08	0.048
4381	46436	0.125	0.034	0.13	0.159
4381	46436	0.08	0.063	0.062	0.017
4381	46436	0.096	0.0	0.08	0.096
4381	46436	0.119	0.022	0.074	0.097
4381	46436	0.088	0.001	0.118	0.087
4381	46436	0.175	0.032	0.056	0.143
4381	46436	0.152	0.001	0.176	0.153
